 0,	22786.9766,	44196.95703125
 1,	4490.8301,	9380.07421875
 2,	457.8867,	974.5081787109375
 3,	223.1580,	322.38677978515625
 4,	160.3754,	323.1785888671875
 5,	165.8096,	323.5361633300781
 6,	188.1678,	321.34130859375
 7,	105.4815,	324.13433837890625
 8,	301.7416,	320.50714111328125
 9,	142.8324,	318.11517333984375
 10,	56.9832,	140.8900146484375
 11,	95.3436,	120.08123779296875
 12,	76.8090,	97.6463623046875
 13,	76.0219,	89.08186340332031
 14,	33.9058,	95.37835693359375
 15,	36.5200,	70.93840026855469
 16,	21.1884,	58.224510192871094
 17,	39.9618,	50.22303771972656
 18,	19.7128,	43.869102478027344
 19,	23.2629,	65.1047134399414
 20,	17.4716,	38.060646057128906
 21,	18.4265,	41.51239776611328
 22,	19.6419,	36.675697326660156
 23,	40.5112,	40.479454040527344
 24,	21.4564,	47.43289566040039
 25,	15.5612,	33.681365966796875
 26,	18.0338,	33.42732620239258
 27,	22.4146,	37.69766616821289
 28,	15.2379,	44.08006286621094
 29,	19.9286,	38.384552001953125
 30,	16.3656,	34.35855484008789
 31,	16.6623,	32.393436431884766
 32,	18.5470,	32.1187858581543
 33,	24.2182,	35.329978942871094
 34,	18.7503,	37.31916427612305
 35,	18.5696,	30.743446350097656
 36,	17.5089,	31.938491821289062
 37,	19.3635,	30.341402053833008
 38,	17.3761,	32.46805191040039
 39,	17.5494,	31.52973175048828
 40,	19.8823,	29.449960708618164
 41,	12.2610,	28.197004318237305
 42,	14.0479,	28.64187240600586
 43,	11.7287,	29.087562561035156
 44,	17.1062,	35.44038009643555
 45,	13.4692,	29.41827392578125
 46,	13.8612,	32.56403350830078
 47,	22.6331,	25.770238876342773
 48,	15.6483,	24.34650230407715
 49,	11.7712,	23.514999389648438
 50,	16.5558,	23.223648071289062
 51,	13.5465,	41.90250778198242
 52,	18.3808,	38.317283630371094
 53,	7.5967,	21.248403549194336
 54,	11.7423,	20.15226173400879
 55,	9.8656,	29.032207489013672
 56,	14.9067,	18.679882049560547
 57,	10.8955,	22.110530853271484
 58,	11.6985,	17.88697052001953
 59,	14.8814,	27.320465087890625
 60,	10.9656,	16.992582321166992
 61,	14.7207,	18.084129333496094
 62,	7.1475,	17.97907066345215
 63,	8.2501,	16.909135818481445
 64,	11.3470,	18.4050235748291
 65,	13.8344,	23.66468048095703
 66,	9.8645,	16.81473159790039
 67,	6.0834,	16.28905487060547
 68,	6.7321,	17.279315948486328
 69,	9.9013,	16.366432189941406
 70,	8.5710,	21.6719913482666
 71,	13.9593,	16.798372268676758
 72,	8.0536,	19.35805892944336
 73,	10.4109,	19.11642074584961
 74,	11.1738,	20.61920738220215
 75,	8.3785,	17.405237197875977
 76,	9.6385,	16.109710693359375
 77,	11.1478,	30.217397689819336
 78,	9.2914,	15.60601806640625
 79,	10.3436,	16.747478485107422
 80,	10.8003,	15.697086334228516
 81,	9.4977,	26.26375389099121
 82,	10.6119,	16.618751525878906
 83,	11.5593,	18.400197982788086
 84,	14.2744,	19.924787521362305
 85,	10.7607,	16.066102981567383
 86,	9.6634,	15.702943801879883
 87,	8.7309,	15.727458000183105
 88,	10.7000,	15.56568717956543
 89,	9.1930,	17.105403900146484
 90,	9.5812,	15.451342582702637
 91,	12.2134,	15.558575630187988
 92,	11.4001,	17.316064834594727
 93,	9.8323,	15.013838768005371
 94,	15.8247,	14.99203872680664
 95,	10.5704,	18.230127334594727
 96,	10.5128,	16.10573959350586
 97,	8.3574,	14.915497779846191
 98,	11.8120,	14.804035186767578
 99,	8.3083,	14.747166633605957
 100,	9.9595,	15.653779983520508
 101,	9.0450,	15.299703598022461
 102,	10.3612,	17.424514770507812
 103,	10.1624,	14.850910186767578
 104,	8.9308,	18.23822784423828
 105,	11.4075,	16.155513763427734
 106,	21.3186,	15.903265953063965
 107,	8.1546,	16.028894424438477
 108,	6.1114,	15.83411979675293
 109,	6.7881,	14.719780921936035
 110,	10.1431,	15.853485107421875
 111,	14.6283,	25.70370101928711
 112,	7.1890,	14.267708778381348
 113,	10.1474,	18.839025497436523
 114,	9.7173,	16.467266082763672
 115,	10.6306,	14.183984756469727
 116,	11.7347,	15.463007926940918
 117,	9.4642,	14.072275161743164
 118,	9.7645,	16.286083221435547
 119,	13.3046,	18.51241683959961
 120,	7.0078,	15.767334938049316
 121,	7.3798,	14.662973403930664
 122,	11.8610,	21.490684509277344
 123,	9.0836,	14.508411407470703
 124,	8.4623,	14.87649917602539
 125,	9.1494,	15.59744644165039
 126,	7.8801,	13.658329963684082
 127,	9.1810,	20.06634521484375
 128,	6.8721,	13.729690551757812
 129,	7.7146,	14.818272590637207
 130,	12.5160,	14.861128807067871
 131,	10.1170,	14.017717361450195
 132,	8.8309,	13.656572341918945
 133,	8.0932,	15.42903995513916
 134,	10.2973,	13.436240196228027
 135,	9.4883,	14.172700881958008
 136,	7.4204,	17.08763885498047
 137,	7.0328,	13.84304141998291
 138,	10.4051,	13.346076965332031
 139,	12.1332,	13.360614776611328
 140,	10.9618,	13.080835342407227
 141,	11.0704,	18.573759078979492
 142,	7.9414,	13.540284156799316
 143,	11.1390,	15.325111389160156
 144,	8.5295,	12.646004676818848
 145,	10.9090,	12.827045440673828
 146,	6.7152,	12.375089645385742
 147,	7.4661,	14.201952934265137
 148,	7.4436,	12.15085506439209
 149,	6.0174,	11.39959716796875
 150,	7.9606,	11.929961204528809
 151,	10.7784,	12.845585823059082
 152,	5.9806,	10.161039352416992
 153,	7.3781,	9.857276916503906
 154,	8.0437,	18.582462310791016
 155,	4.7822,	13.681951522827148
 156,	9.7464,	9.219439506530762
 157,	6.6302,	14.214777946472168
 158,	4.4854,	9.237923622131348
 159,	7.1610,	13.897126197814941
 160,	7.6153,	8.511534690856934
 161,	5.3408,	8.192178726196289
 162,	4.1777,	8.971755981445312
 163,	6.0022,	11.514078140258789
 164,	7.1687,	10.922343254089355
 165,	5.6553,	7.941536903381348
 166,	4.4003,	16.493486404418945
 167,	7.3352,	7.755457401275635
 168,	4.0954,	7.554592132568359
 169,	5.1732,	7.513183116912842
 170,	5.1110,	8.027275085449219
 171,	4.8169,	14.342313766479492
 172,	3.7986,	8.031200408935547
 173,	6.2719,	7.371294021606445
 174,	4.4142,	7.520235061645508
 175,	7.0156,	7.415716648101807
 176,	6.0586,	15.143998146057129
 177,	7.2303,	13.629948616027832
 178,	5.2084,	7.333186626434326
 179,	5.8520,	11.56364631652832
 180,	5.4638,	7.01404333114624
 181,	4.3252,	7.0814127922058105
 182,	4.5455,	7.048584938049316
 183,	15.8836,	7.424530506134033
 184,	5.7239,	8.214070320129395
 185,	4.7407,	7.246547698974609
 186,	5.4539,	7.179199695587158
 187,	6.0003,	10.27632999420166
 188,	5.0667,	7.2203450202941895
 189,	3.4703,	7.510749816894531
 190,	6.7675,	6.793787002563477
 191,	6.3489,	8.427462577819824
 192,	5.7172,	7.362549781799316
 193,	3.9261,	11.442206382751465
 194,	11.5810,	24.478496551513672
 195,	5.9818,	7.962011337280273
 196,	6.4068,	10.801655769348145
 197,	3.7743,	7.328958511352539
 198,	5.8665,	8.325848579406738
 199,	5.0758,	6.834942817687988
 200,	4.4275,	6.6908860206604
 201,	3.4719,	6.747828960418701
 202,	3.5322,	8.210090637207031
 203,	4.4614,	6.752261638641357
 204,	5.4705,	12.874814987182617
 205,	3.8448,	8.344256401062012
 206,	5.2364,	7.251737117767334
 207,	3.8724,	13.823006629943848
 208,	6.4308,	6.731123447418213
 209,	4.9638,	9.19139575958252
 210,	6.2207,	8.694478034973145
 211,	7.3718,	10.410408020019531
 212,	4.3233,	7.387673854827881
 213,	5.0779,	7.128293037414551
 214,	3.8514,	6.518798351287842
 215,	5.2373,	6.703057765960693
 216,	3.7883,	14.37919807434082
 217,	5.4231,	11.846212387084961
 218,	5.5269,	11.865862846374512
 219,	3.0225,	8.331117630004883
 220,	2.6166,	7.35530948638916
 221,	5.0011,	9.092536926269531
 222,	5.2770,	8.549071311950684
 223,	5.1369,	6.887718677520752
 224,	6.4600,	6.798652648925781
 225,	7.0019,	7.030437469482422
 226,	5.7171,	8.610593795776367
 227,	2.5768,	6.641861915588379
 228,	4.6716,	7.853015899658203
 229,	5.2186,	6.5092692375183105
 230,	4.2078,	7.611644268035889
 231,	4.5294,	7.224781513214111
 232,	6.2232,	6.670333385467529
 233,	3.9846,	7.255853176116943
 234,	4.0854,	9.713275909423828
 235,	5.7225,	9.144089698791504
 236,	3.5434,	7.197646141052246
 237,	5.4094,	9.17180347442627
 238,	15.8977,	6.543882846832275
 239,	5.2701,	6.549012184143066
 240,	4.5546,	8.879659652709961
 241,	3.6994,	6.790397644042969
 242,	5.5410,	6.395759582519531
 243,	4.0365,	6.656643867492676
 244,	4.4743,	6.389041900634766
 245,	3.9741,	6.727243900299072
 246,	5.6131,	6.9324822425842285
 247,	5.5939,	6.386303424835205
 248,	3.7792,	7.273347854614258
 249,	5.1229,	6.765868663787842
 250,	4.3858,	9.478958129882812
 251,	6.5439,	6.403000354766846
 252,	2.9428,	6.43972110748291
 253,	2.8678,	11.687374114990234
 254,	3.9394,	6.332489013671875
 255,	5.5009,	6.817984580993652
 256,	5.0653,	6.927131652832031
 257,	3.3511,	6.995731353759766
 258,	6.2906,	7.8704352378845215
 259,	3.9774,	7.671231746673584
 260,	3.2995,	6.7649006843566895
 261,	6.3401,	6.4333930015563965
 262,	3.8706,	7.412052631378174
 263,	4.5876,	6.867101669311523
 264,	3.6202,	6.501563549041748
 265,	5.8634,	7.4197096824646
 266,	6.5158,	7.011335372924805
 267,	4.0088,	8.96983814239502
 268,	4.5338,	6.356433391571045
 269,	5.2389,	6.391409873962402
 270,	2.9636,	6.366405963897705
 271,	5.4778,	7.315728187561035
 272,	4.0527,	6.233062267303467
 273,	6.5958,	6.463718414306641
 274,	5.1941,	9.677153587341309
 275,	4.5436,	6.263463020324707
 276,	4.6280,	9.100224494934082
 277,	4.7829,	6.4483771324157715
 278,	5.4066,	7.194937229156494
 279,	3.0173,	7.670106887817383
 280,	3.8273,	6.523786544799805
 281,	4.3769,	8.802227020263672
 282,	3.9419,	7.101150989532471
 283,	3.1693,	6.219977378845215
 284,	3.8751,	6.1985673904418945
 285,	5.4735,	7.009924411773682
 286,	4.2053,	6.695840835571289
 287,	5.3017,	6.527857303619385
 288,	4.6321,	6.482885360717773
 289,	3.6957,	8.395597457885742
 290,	5.7358,	6.172393798828125
 291,	6.7874,	7.0246758460998535
 292,	2.4993,	8.068862915039062
 293,	4.7098,	6.743242263793945
 294,	3.5388,	6.173707008361816
 295,	9.1142,	6.463918209075928
 296,	4.5653,	6.248084545135498
 297,	5.4281,	8.094125747680664
 298,	4.4613,	6.289770126342773
 299,	7.6382,	11.532539367675781
 300,	4.7599,	7.588447570800781
 301,	3.9260,	6.420022010803223
 302,	2.8353,	6.3584513664245605
 303,	5.3799,	7.063411712646484
 304,	4.5703,	6.370283126831055
 305,	5.0559,	10.607490539550781
 306,	4.4897,	6.20817756652832
 307,	5.5777,	7.362087249755859
 308,	4.4088,	8.424221992492676
 309,	6.1854,	6.664388179779053
 310,	5.9364,	6.411231517791748
 311,	6.4127,	7.755167007446289
 312,	3.3183,	6.029843330383301
 313,	2.5651,	6.139294624328613
 314,	4.5404,	6.67672061920166
 315,	5.5441,	6.673460483551025
 316,	5.6814,	11.327914237976074
 317,	4.2443,	6.673657417297363
 318,	5.2533,	9.208982467651367
 319,	4.3655,	6.312021732330322
 320,	4.3300,	6.549655914306641
 321,	4.5686,	7.316534996032715
 322,	4.4503,	6.204745769500732
 323,	3.6858,	6.710081577301025
 324,	5.2201,	7.501644611358643
 325,	5.9127,	7.59840202331543
 326,	4.1159,	6.303892135620117
 327,	6.2103,	6.556098461151123
 328,	3.7424,	5.991971015930176
 329,	3.8825,	6.790916442871094
 330,	5.4180,	5.964881896972656
 331,	3.7729,	6.262689113616943
 332,	5.1835,	14.705415725708008
 333,	3.4991,	5.973243236541748
 334,	2.7201,	6.405787467956543
 335,	4.8122,	6.594267845153809
 336,	4.5170,	6.368932247161865
 337,	3.8875,	6.412210464477539
 338,	5.7863,	6.168088912963867
 339,	2.8902,	6.625516414642334
 340,	6.8517,	8.405254364013672
 341,	4.4303,	5.98153018951416
 342,	3.8415,	5.912862300872803
 343,	3.5315,	6.078662872314453
 344,	3.1430,	6.546529293060303
 345,	4.4684,	6.764069557189941
 346,	6.6016,	5.965341567993164
 347,	5.8648,	6.3832292556762695
 348,	3.5664,	6.956676483154297
 349,	5.0137,	6.751366138458252
 350,	6.8230,	6.453375339508057
 351,	5.9292,	6.359365940093994
 352,	4.0795,	7.262576103210449
 353,	3.6610,	6.488864898681641
 354,	4.0759,	5.980836868286133
 355,	2.9808,	5.93381404876709
 356,	4.1948,	8.593973159790039
 357,	4.1552,	6.726291656494141
 358,	4.1513,	7.2800798416137695
 359,	3.6809,	5.982433319091797
 360,	5.4046,	6.020416259765625
 361,	4.1582,	6.235289573669434
 362,	4.7850,	6.509743690490723
 363,	4.1623,	6.132625579833984
 364,	3.5169,	6.383883476257324
 365,	3.5795,	6.235676288604736
 366,	5.6913,	6.507040023803711
 367,	2.9205,	6.297550678253174
 368,	3.7934,	5.907574653625488
 369,	5.5328,	6.354780197143555
 370,	3.8734,	5.976224899291992
 371,	4.2537,	6.360961437225342
 372,	2.2613,	7.303160190582275
 373,	3.9301,	6.110156536102295
 374,	2.6638,	5.809103965759277
 375,	3.7567,	7.046813011169434
 376,	3.4702,	6.7189178466796875
 377,	3.1612,	6.142162322998047
 378,	3.0035,	6.359246253967285
 379,	3.5719,	6.525017261505127
 380,	3.7463,	6.899721622467041
 381,	3.0172,	12.58102798461914
 382,	3.8367,	5.928472518920898
 383,	4.1465,	6.790029525756836
 384,	6.1823,	6.058207988739014
 385,	4.3868,	5.8173370361328125
 386,	4.0368,	6.315258979797363
 387,	3.8906,	5.98984956741333
 388,	3.1170,	5.943371295928955
 389,	4.6513,	6.1382646560668945
 390,	4.7973,	6.914081573486328
 391,	3.3655,	5.899173259735107
 392,	17.2596,	9.73238468170166
 393,	4.7430,	9.059261322021484
 394,	4.1485,	7.122609615325928
 395,	3.5295,	5.887905120849609
 396,	6.9903,	5.841763019561768
 397,	3.6623,	5.8454508781433105
 398,	13.8462,	5.881928443908691
 399,	3.0733,	6.124904632568359
 400,	2.7354,	5.832332611083984
 401,	5.3739,	5.798184871673584
 402,	3.2687,	5.977545738220215
 403,	3.7241,	10.842589378356934
 404,	6.3431,	6.631679534912109
 405,	3.8108,	6.4154205322265625
 406,	5.3922,	5.930748462677002
 407,	4.5599,	5.93012809753418
 408,	5.8085,	7.376699924468994
 409,	4.0216,	5.829080581665039
 410,	2.4951,	6.778674125671387
 411,	3.6422,	8.112493515014648
 412,	5.6404,	6.0780229568481445
 413,	3.4529,	6.127923011779785
 414,	4.3800,	5.808324337005615
 415,	2.6446,	7.0078654289245605
 416,	3.7511,	6.552440643310547
 417,	4.9186,	6.133652210235596
 418,	3.7638,	5.9167094230651855
 419,	5.2148,	9.682282447814941
 420,	5.1931,	6.282568454742432
 421,	4.3646,	5.929642200469971
 422,	3.9661,	6.023063659667969
 423,	5.7518,	8.994178771972656
 424,	3.2895,	6.558821678161621
 425,	2.9655,	7.965312480926514
 426,	2.0975,	6.311727046966553
 427,	11.2560,	6.507766246795654
 428,	5.0233,	6.075162887573242
 429,	5.9488,	7.054870128631592
 430,	5.5826,	6.1204142570495605
 431,	3.5314,	5.930240154266357
 432,	2.7419,	5.81282901763916
 433,	3.7355,	5.7255167961120605
 434,	3.1089,	5.888758659362793
 435,	4.2737,	6.014836311340332
 436,	3.2573,	5.711236953735352
 437,	4.3165,	7.080408573150635
 438,	6.0519,	6.876166343688965
 439,	4.3443,	5.777174472808838
 440,	4.9420,	6.29290771484375
 441,	5.5356,	5.999166011810303
 442,	7.6756,	5.7046685218811035
 443,	4.3978,	5.8437180519104
 444,	3.9038,	5.85828971862793
 445,	5.4204,	5.794677257537842
 446,	3.1356,	5.809338569641113
 447,	4.4741,	6.514052867889404
 448,	3.1903,	5.805562973022461
 449,	4.2010,	6.022231101989746
 450,	4.6243,	5.820004463195801
 451,	4.0071,	6.260895252227783
 452,	4.5876,	7.674866676330566
 453,	4.6030,	6.017984390258789
 454,	4.1995,	6.4834370613098145
 455,	3.3528,	5.7751851081848145
 456,	4.7286,	5.75169038772583
 457,	3.1202,	5.811121463775635
 458,	3.6993,	6.623668193817139
 459,	4.3003,	6.100862979888916
 460,	3.9351,	5.850349426269531
 461,	4.3428,	5.885981559753418
 462,	5.7144,	6.1268134117126465
 463,	4.3149,	5.98572301864624
 464,	14.3676,	5.826489448547363
 465,	5.7535,	7.8151397705078125
 466,	7.0955,	6.37187385559082
 467,	4.5618,	5.701711654663086
 468,	4.6917,	7.166646957397461
 469,	10.3654,	5.968955993652344
 470,	3.5356,	5.989866733551025
 471,	3.6395,	5.9980998039245605
 472,	4.6246,	5.751803874969482
 473,	3.5861,	6.190149307250977
 474,	5.7583,	9.965472221374512
 475,	3.6936,	7.0012006759643555
 476,	6.6802,	7.72898006439209
 477,	3.9317,	5.780427932739258
 478,	4.8461,	5.825517177581787
 479,	5.0661,	6.038843631744385
 480,	4.3994,	5.793363094329834
 481,	4.9492,	6.480643272399902
 482,	2.7773,	5.756172180175781
 483,	4.2324,	5.859493732452393
 484,	3.7731,	6.428836822509766
 485,	4.9610,	5.904526233673096
 486,	4.0216,	10.041254997253418
 487,	4.4264,	5.835704803466797
 488,	4.3169,	5.773125648498535
 489,	3.3619,	5.997208595275879
 490,	6.6373,	6.567319869995117
 491,	3.4705,	10.056137084960938
 492,	4.3961,	6.191143989562988
 493,	3.8090,	6.2032246589660645
 494,	4.0635,	5.808791160583496
 495,	2.9283,	5.887776851654053
 496,	2.9876,	6.4610514640808105
 497,	2.7970,	5.8781609535217285
 498,	2.7717,	6.045475006103516
 499,	5.0915,	8.062516212463379